UniProtID_1	UniProtID_2	Gene_name_1	Gene_name_2
P35626	P61073	ARBK2	CXCR4
P31749	P43405	AKT1	KSYK
Q92934	Q07817	BAD	B2CL1
Q07817	Q92934	B2CL1	BAD
P22681	P27986	CBL	P85A
P22681	O00459	CBL	P85B
P25942	P24394	TNR5	IL4RA
P49715	P42226	CEBPA	STAT6
P17676	P42226	CEBPB	STAT6
Q92793	Q71DI3	CBP	H32
Q92793	Q7KZF4	CBP	SND1
Q92793	P42226	CBP	STAT6
Q92793	P42226	CBP	STAT6
P61073	P35626	CXCR4	ARBK2
P61073	Q05397	CXCR4	FAK1
O60496	P24394	DOK2	IL4RA
O60496	P20936	DOK2	RASA1
Q09472	Q71DI3	EP300	H32
Q09472	Q9Y6Q9	EP300	NCOA3
Q09472	P42226	EP300	STAT6
Q09472	P42226	EP300	STAT6
P14921	P42226	ETS1	STAT6
P07332	P24394	FES	IL4RA
P07332	P35568	FES	IRS1
P07332	Q9Y4H2	FES	IRS2
P07332	P23458	FES	JAK1
P07332	P27986	FES	P85A
P07332	O00459	FES	P85B
Q9UQC2	P27986	GAB2	P85A
Q9UQC2	O00459	GAB2	P85B
Q9UQC2	Q06124	GAB2	PTN11
P62993	Q92835	GRB2	SHIP1
P62993	P35568	GRB2	IRS1
P62993	Q9Y4H2	GRB2	IRS2
P62993	P29353	GRB2	SHC1
P62993	Q07889	GRB2	SOS1
Q16695	P42226	H31T	STAT6
P35225	P24394	IL13	IL4RA
P78552	P24394	I13R1	IL4RA
P31785	P05112	IL2RG	IL4
P31785	P24394	IL2RG	IL4RA
P31785	P52333	IL2RG	JAK3
P05112	P31785	IL4	IL2RG
P05112	P24394	IL4	IL4RA
P24394	P25942	IL4RA	TNR5
P24394	O60496	IL4RA	DOK2
P24394	P07332	IL4RA	FES
P24394	P35225	IL4RA	IL13
P24394	P78552	IL4RA	I13R1
P24394	P31785	IL4RA	IL2RG
P24394	P05112	IL4RA	IL4
P24394	Q92835	IL4RA	SHIP1
P24394	P35568	IL4RA	IRS1
P24394	Q9Y4H2	IL4RA	IRS2
P24394	P23458	IL4RA	JAK1
P24394	O60674	IL4RA	JAK2
P24394	P52333	IL4RA	JAK3
P24394	Q05513	IL4RA	KPCZ
P24394	Q06124	IL4RA	PTN11
P24394	P29350	IL4RA	PTN6
P24394	P29353	IL4RA	SHC1
P24394	O75159	IL4RA	SOCS5
P24394	P42226	IL4RA	STAT6
P24394	P43405	IL4RA	KSYK
Q92835	P62993	SHIP1	GRB2
Q92835	P24394	SHIP1	IL4RA
Q92835	P23458	SHIP1	JAK1
Q92835	P52333	SHIP1	JAK3
Q92835	P29353	SHIP1	SHC1
P35568	P62993	IRS1	GRB2
P35568	P24394	IRS1	IL4RA
P35568	P23458	IRS1	JAK1
P35568	P52333	IRS1	JAK3
P35568	P27986	IRS1	P85A
P35568	O00459	IRS1	P85B
P35568	Q06124	IRS1	PTN11
P35568	Q07889	IRS1	SOS1
Q9Y4H2	P62993	IRS2	GRB2
Q9Y4H2	P24394	IRS2	IL4RA
Q9Y4H2	P23458	IRS2	JAK1
Q9Y4H2	P52333	IRS2	JAK3
Q9Y4H2	P27986	IRS2	P85A
Q9Y4H2	O00459	IRS2	P85B
Q9Y4H2	Q06124	IRS2	PTN11
P23458	P07332	JAK1	FES
P23458	P07332	JAK1	FES
P23458	P24394	JAK1	IL4RA
P23458	P24394	JAK1	IL4RA
P23458	Q92835	JAK1	SHIP1
P23458	Q92835	JAK1	SHIP1
