UniProtID_1	UniProtID_2	Gene_name_1	Gene_name_2
P31749	Q92934	AKT1	BAD
P31749	P16220	AKT1	CREB1
P31749	O43524	AKT1	FOXO3
Q92934	P10415	BAD	BCL2
Q92934	Q07817	BAD	B2CL1
Q92934	P27348	BAD	1433T
Q07812	P10415	BAX	BCL2
P10415	Q92934	BCL2	BAD
P10415	Q07812	BCL2	BAX
Q07817	Q92934	B2CL1	BAD
O43521	P31946	B2L11	1433B
P22681	P46108	CBL	CRK
P22681	P46109	CBL	CRKL
P22681	P06241	CBL	FYN
P22681	P62993	CBL	GRB2
P22681	P08631	CBL	HCK
P22681	P27986	CBL	P85A
P22681	O00459	CBL	P85B
Q9NSE2	P32927	CISH	IL3RB
P16220	P31749	CREB1	AKT1
P46108	P22681	CRK	CBL
P46109	P22681	CRKL	CBL
P46109	Q06124	CRKL	PTN11
P46109	Q13905	CRKL	RPGF1
P46109	P29353	CRKL	SHC1
P32927	Q9NSE2	IL3RB	CISH
P32927	P30273	IL3RB	FCERG
P32927	P07332	IL3RB	FES
P32927	P06241	IL3RB	FYN
P32927	P63244	IL3RB	RACK1
P32927	P08631	IL3RB	HCK
P32927	P08700	IL3RB	IL3
P32927	P26951	IL3RB	IL3RA
P32927	P23458	IL3RB	JAK1
P32927	O60674	IL3RB	JAK2
P32927	P07948	IL3RB	LYN
P32927	P05771	IL3RB	KPCB
P32927	Q06124	IL3RB	PTN11
P32927	P29350	IL3RB	PTN6
P32927	P29353	IL3RB	SHC1
P32927	P43405	IL3RB	KSYK
P32927	P63104	IL3RB	1433Z
Q05193	P27986	DYN1	P85A
Q99704	P08575	DOK1	PTPRC
P30273	P32927	FCERG	IL3RB
P07332	P32927	FES	IL3RB
P06241	P22681	FYN	CBL
P06241	P32927	FYN	IL3RB
Q13480	P27986	GAB1	P85A
Q13480	Q06124	GAB1	PTN11
Q9UQC2	P62993	GAB2	GRB2
Q9UQC2	P27986	GAB2	P85A
Q9UQC2	Q08209	GAB2	PP2BA
Q9UQC2	Q06124	GAB2	PTN11
Q9UQC2	P29350	GAB2	PTN6
Q9UQC2	P29353	GAB2	SHC1
Q9UQC2	P43405	GAB2	KSYK
P63244	P32927	RACK1	IL3RB
P62993	P22681	GRB2	CBL
P62993	Q9UQC2	GRB2	GAB2
P62993	Q06124	GRB2	PTN11
P62993	P29353	GRB2	SHC1
P62993	Q07889	GRB2	SOS1
P62993	P15498	GRB2	VAV
P08631	P22681	HCK	CBL
P08631	P32927	HCK	IL3RB
P01112	O00329	RASH	PK3CD
P08700	P32927	IL3	IL3RB
P08700	P26951	IL3	IL3RA
P26951	P32927	IL3RA	IL3RB
P26951	P08700	IL3RA	IL3
P26951	P23458	IL3RA	JAK1
P26951	O60674	IL3RA	JAK2
Q92835	Q06124	SHIP1	PTN11
Q92835	P29353	SHIP1	SHC1
P23458	P32927	JAK1	IL3RB
P23458	P26951	JAK1	IL3RA
O60674	P32927	JAK2	IL3RB
O60674	P26951	JAK2	IL3RA
O60674	P67775	JAK2	PP2AA
O60674	P67775	JAK2	PP2AA
O60674	P42229	JAK2	STA5A
O60674	P51692	JAK2	STA5B
O60674	P42680	JAK2	TEC
P06239	P32927	LCK	IL3RB
P07948	P32927	LYN	IL3RB
P07948	P32927	LYN	IL3RB
P07948	P43405	LYN	KSYK
Q02750	P04049	MP2K1	RAF1
P28482	P10415	MK01	BCL2
P28482	P15976	MK01	GATA1
P28482	P23769	MK01	GATA2
P27361	P10415	MK03	BCL2
P27361	P15976	MK03	GATA1
P45983	Q92934	MK08	BAD
Q13153	Q92934	PAK1	BAD
O00329	P01112	PK3CD	RASH
O00329	P27986	PK3CD	P85A
O00329	O00459	PK3CD	P85B
P27986	P22681	P85A	CBL
P27986	Q05193	P85A	DYN1
P27986	Q13480	P85A	GAB1
P27986	Q9UQC2	P85A	GAB2
P27986	O00329	P85A	PK3CD
P27986	O00459	P85A	P85B
