UniProtID_1	UniProtID_2	Gene_name_1	Gene_name_2
P31749	P49840	AKT1	GSK3A
P31749	P49841	AKT1	GSK3B
Q13191	P27986	CBLB	P85A
Q13191	P29353	CBLB	SHC1
P06241	P16871	FYN	IL7RA
P31785	P16871	IL2RG	IL7RA
P31785	P23458	IL2RG	JAK1
P31785	P52333	IL2RG	JAK3
P13232	P16871	IL7	IL7RA
P16871	P06241	IL7RA	FYN
P16871	P31785	IL7RA	IL2RG
P16871	P13232	IL7RA	IL7
P16871	P23458	IL7RA	JAK1
P16871	P52333	IL7RA	JAK3
P16871	P27986	IL7RA	P85A
P16871	Q14289	IL7RA	FAK2
P16871	P40763	IL7RA	STAT3
P16871	P42229	IL7RA	STA5A
P16871	P51692	IL7RA	STA5B
P35568	P23458	IRS1	JAK1
P35568	P52333	IRS1	JAK3
P35568	P27986	IRS1	P85A
Q9Y4H2	P52333	IRS2	JAK3
Q9Y4H2	P27986	IRS2	P85A
P23458	P31785	JAK1	IL2RG
P23458	P16871	JAK1	IL7RA
P23458	P35568	JAK1	IRS1
P23458	Q14289	JAK1	FAK2
P23458	P42229	JAK1	STA5A
P23458	P51692	JAK1	STA5B
P52333	P31785	JAK3	IL2RG
P52333	P16871	JAK3	IL7RA
P52333	P35568	JAK3	IRS1
P52333	Q9Y4H2	JAK3	IRS2
P52333	P27986	JAK3	P85A
P27986	Q13191	P85A	CBLB
P27986	P16871	P85A	IL7RA
P27986	P35568	P85A	IRS1
P27986	Q9Y4H2	P85A	IRS2
P27986	P52333	P85A	JAK3
Q14289	P16871	FAK2	IL7RA
Q14289	P23458	FAK2	JAK1
P29353	Q13191	SHC1	CBLB
P40763	P16871	STAT3	IL7RA
P40763	P42229	STAT3	STA5A
P40763	P51692	STAT3	STA5B
P42229	P16871	STA5A	IL7RA
P42229	P40763	STA5A	STAT3
P42229	P51692	STA5A	STA5B
P51692	P16871	STA5B	IL7RA
P51692	P40763	STA5B	STAT3
P51692	P42229	STA5B	STA5A
