UniProtID_1	UniProtID_2	Gene_name_1	Gene_name_2
P10275	Q15788	ANDR	NCOA1
P10275	P40763	ANDR	STAT3
Q06187	P40189	BTK	IL6RB
P22681	Q06124	CBL	PTN11
Q00535	P10636	CDK5	TAU
P50750	P40189	CDK9	IL6RB
P17676	P19838	CEBPB	NFKB1
P17676	P40763	CEBPB	STAT3
Q92793	Q15788	CBP	NCOA1
Q92793	P40763	CBP	STAT3
Q9UER7	P40763	DAXX	STAT3
Q09472	P40763	EP300	STAT3
P04626	P40189	ERBB2	IL6RB
P04626	P29353	ERBB2	SHC1
P21860	P29353	ERBB3	SHC1
P07332	P40189	FES	IL6RB
P01100	P20823	FOS	HNF1A
P01100	P40763	FOS	STAT3
Q13480	P62993	GAB1	GRB2
Q13480	P27986	GAB1	P85A
Q13480	O00459	GAB1	P85B
Q13480	Q06124	GAB1	PTN11
Q9UQC2	P62993	GAB2	GRB2
Q9UQC2	Q06124	GAB2	PTN11
P62993	Q13480	GRB2	GAB1
P62993	Q9UQC2	GRB2	GAB2
P62993	P40189	GRB2	IL6RB
P62993	Q06124	GRB2	PTN11
P62993	P29353	GRB2	SHC1
P62993	Q07889	GRB2	SOS1
P62993	P15498	GRB2	VAV
P08631	P40189	HCK	IL6RB
Q13547	P40763	HDAC1	STAT3
P20823	P01100	HNF1A	FOS
P20823	P40763	HNF1A	STAT3
P01112	P27986	RASH	P85A
P01112	O00459	RASH	P85B
P07900	P40763	HS90A	STAT3
P05231	P08887	IL6	IL6RA
P05231	P40189	IL6	IL6RB
P08887	P05231	IL6RA	IL6
P08887	P40189	IL6RA	IL6RB
P40189	Q06187	IL6RB	BTK
P40189	P50750	IL6RB	CDK9
P40189	P04626	IL6RB	ERBB2
P40189	P07332	IL6RB	FES
P40189	P62993	IL6RB	GRB2
P40189	P08631	IL6RB	HCK
P40189	P05231	IL6RB	IL6
P40189	P08887	IL6RB	IL6RA
P40189	P23458	IL6RB	JAK1
P40189	O60674	IL6RB	JAK2
P40189	P07948	IL6RB	LYN
P40189	Q05655	IL6RB	KPCD
P40189	Q06124	IL6RB	PTN11
P40189	P29353	IL6RB	SHC1
P40189	O14543	IL6RB	SOCS3
P40189	P42224	IL6RB	STAT1
P40189	P40763	IL6RB	STAT3
P40189	P15498	IL6RB	VAV
P23458	Q06187	JAK1	BTK
P23458	P40189	JAK1	IL6RB
P23458	P27986	JAK1	P85A
P23458	O00459	JAK1	P85B
P23458	Q06124	JAK1	PTN11
O60674	P40189	JAK2	IL6RB
O60674	P40189	JAK2	IL6RB
O60674	Q06124	JAK2	PTN11
O60674	P29353	JAK2	SHC1
P05412	P40763	JUN	STAT3
P07948	P40189	LYN	IL6RB
P45985	Q05655	MP2K4	KPCD
O43318	P52564	M3K7	MP2K6
O43318	Q9UBE8	M3K7	NLK
O43318	P40763	M3K7	STAT3
P28482	P15498	MK01	VAV
P27361	P40763	MK03	STAT3
Q15788	P10275	NCOA1	ANDR
Q15788	Q92793	NCOA1	CBP
Q15788	P40763	NCOA1	STAT3
P19838	P17676	NFKB1	CEBPB
Q9UBE8	O43318	NLK	M3K7
Q9UBE8	P40763	NLK	STAT3
Q9Y6X2	P40763	PIAS3	STAT3
P27986	Q13480	P85A	GAB1
P27986	P01112	P85A	RASH
P27986	P23458	P85A	JAK1
P27986	O00459	P85A	P85B
P27986	Q06124	P85A	PTN11
P27986	P40763	P85A	STAT3
O00459	Q13480	P85B	GAB1
O00459	P01112	P85B	RASH
O00459	P23458	P85B	JAK1
O00459	P27986	P85B	P85A
O00459	Q06124	P85B	PTN11
O00459	P40763	P85B	STAT3
Q05655	P40189	KPCD	IL6RB
Q05655	P45985	KPCD	MP2K4
Q05655	P40763	KPCD	STAT3
Q05655	P40763	KPCD	STAT3
Q14289	Q06124	FAK2	PTN11
Q06124	P22681	PTN11	CBL
Q06124	Q13480	PTN11	GAB1
Q06124	Q9UQC2	PTN11	GAB2
Q06124	P62993	PTN11	GRB2
Q06124	P40189	PTN11	IL6RB
Q06124	P23458	PTN11	JAK1
Q06124	O60674	PTN11	JAK2
Q06124	P27986	PTN11	P85A
Q06124	O00459	PTN11	P85B
Q06124	Q14289	PTN11	FAK2
Q06124	Q14289	PTN11	FAK2
Q06124	P78324	PTN11	SHPS1
Q06124	O14543	PTN11	SOCS3
Q06124	P40763	PTN11	STAT3
Q06124	P29597	PTN11	TYK2
P63000	P15498	RAC1	VAV
P29353	P04626	SHC1	ERBB2
P29353	P21860	SHC1	ERBB3
P29353	P62993	SHC1	GRB2
P29353	P40189	SHC1	IL6RB
P29353	O60674	SHC1	JAK2
P29353	Q07889	SHC1	SOS1
P78324	Q06124	SHPS1	PTN11
O14543	P40189	SOCS3	IL6RB
O14543	Q06124	SOCS3	PTN11
Q07889	P62993	SOS1	GRB2
Q07889	P29353	SOS1	SHC1
