UniProtID_1	UniProtID_2	Gene_name_1	Gene_name_2
O15111	O95163	IKKA	ELP1
O15111	O14920	IKKA	IKKB
O15111	Q9Y6K9	IKKA	NEMO
O15111	Q99558	IKKA	M3K14
O15111	Q9Y2U5	IKKA	M3K2
O15111	Q99759	IKKA	M3K3
O15111	O43318	IKKA	M3K7
O15111	P25963	IKKA	IKBA
O15111	Q15653	IKKA	IKBB
O15111	Q04206	IKKA	TF65
O15111	Q9NYJ8	IKKA	TAB2
O15111	Q9Y4K3	IKKA	TRAF6
Q9BQ95	Q9Y4K3	ECSIT	TRAF6
Q969U6	O43318	FBXW5	M3K7
O95163	O15111	ELP1	IKKA
O95163	O43318	ELP1	M3K7
O14920	O15111	IKKB	IKKA
O14920	Q99704	IKKB	DOK1
O14920	Q9Y2U5	IKKB	M3K2
O14920	Q99759	IKKB	M3K3
O14920	P25963	IKKB	IKBA
O14920	Q15653	IKKB	IKBB
O14920	Q04206	IKKB	TF65
O14920	Q04206	IKKB	TF65
Q9Y6K9	O15111	NEMO	IKKA
P01583	P14778	IL1A	IL1R1
P01583	P27930	IL1A	IL1R2
P01583	Q9NPH3	IL1A	IL1AP
P01583	Q9NWZ3	IL1A	IRAK4
P01583	Q99836	IL1A	MYD88
P01584	P14778	IL1B	IL1R1
P01584	P27930	IL1B	IL1R2
P01584	Q9NPH3	IL1B	IL1AP
P14778	P01583	IL1R1	IL1A
P14778	P01584	IL1R1	IL1B
P14778	Q9NPH3	IL1R1	IL1AP
P14778	P18510	IL1R1	IL1RA
P14778	P51617	IL1R1	IRAK1
P14778	O43187	IL1R1	IRAK2
P14778	Q9NWZ3	IL1R1	IRAK4
P14778	Q99836	IL1R1	MYD88
P14778	P27986	IL1R1	P85A
P14778	O00459	IL1R1	P85B
P14778	Q9H0E2	IL1R1	TOLIP
P14778	Q9Y4K3	IL1R1	TRAF6
P27930	P01583	IL1R2	IL1A
P27930	P01584	IL1R2	IL1B
P27930	Q9NPH3	IL1R2	IL1AP
P27930	P18510	IL1R2	IL1RA
Q9NPH3	P01583	IL1AP	IL1A
Q9NPH3	P01584	IL1AP	IL1B
Q9NPH3	P14778	IL1AP	IL1R1
Q9NPH3	P27930	IL1AP	IL1R2
Q9NPH3	P51617	IL1AP	IRAK1
Q9NPH3	Q9NWZ3	IL1AP	IRAK4
Q9NPH3	Q99836	IL1AP	MYD88
Q9NPH3	P78324	IL1AP	SHPS1
Q9NPH3	Q9H0E2	IL1AP	TOLIP
P18510	P14778	IL1RA	IL1R1
P18510	P27930	IL1RA	IL1R2
P51617	P14778	IRAK1	IL1R1
P51617	Q9NPH3	IRAK1	IL1AP
P51617	O43187	IRAK1	IRAK2
P51617	Q9Y616	IRAK1	IRAK3
P51617	Q9NWZ3	IRAK1	IRAK4
P51617	O43318	IRAK1	M3K7
P51617	Q99836	IRAK1	MYD88
P51617	Q96FA3	IRAK1	PELI1
P51617	Q9HAT8	IRAK1	PELI2
P51617	Q9HAT8	IRAK1	PELI2
P51617	Q13501	IRAK1	SQSTM
P51617	Q15750	IRAK1	TAB1
P51617	Q9NYJ8	IRAK1	TAB2
P51617	Q9H0E2	IRAK1	TOLIP
P51617	Q9Y4K3	IRAK1	TRAF6
O43187	P14778	IRAK2	IL1R1
O43187	Q99836	IRAK2	MYD88
O43187	Q9Y4K3	IRAK2	TRAF6
Q9NWZ3	P01583	IRAK4	IL1A
Q9NWZ3	P14778	IRAK4	IL1R1
Q9NWZ3	Q9NPH3	IRAK4	IL1AP
Q9NWZ3	P51617	IRAK4	IRAK1
Q9NWZ3	P51617	IRAK4	IRAK1
Q9NWZ3	Q99836	IRAK4	MYD88
Q9NWZ3	Q96FA3	IRAK4	PELI1
Q9NWZ3	Q9Y4K3	IRAK4	TRAF6
Q99558	O15111	M3K14	IKKA
Q99558	O43318	M3K14	M3K7
Q9Y2U5	O15111	M3K2	IKKA
Q9Y2U5	O14920	M3K2	IKKB
Q9Y2U5	P45985	M3K2	MP2K4
Q9Y2U5	O14733	M3K2	MP2K7
Q9Y2U5	Q99759	M3K2	M3K3
Q9Y2U5	P25963	M3K2	IKBA
Q9Y2U5	Q15653	M3K2	IKBB
Q9Y2U5	Q04206	M3K2	TF65
Q99759	O15111	M3K3	IKKA
Q99759	O14920	M3K3	IKKB
Q99759	Q9Y2U5	M3K3	M3K2
Q99759	O43318	M3K3	M3K7
Q99759	P25963	M3K3	IKBA
Q99759	Q15653	M3K3	IKBB
Q99759	Q04206	M3K3	TF65
Q99759	Q9Y4K3	M3K3	TRAF6
O43318	O15111	M3K7	IKKA
O43318	Q969U6	M3K7	FBXW5
O43318	O95163	M3K7	ELP1
O43318	P51617	M3K7	IRAK1
O43318	Q99558	M3K7	M3K14
O43318	Q99558	M3K7	M3K14
O43318	Q99759	M3K7	M3K3
O43318	O00743	M3K7	PPP6
O43318	Q15750	M3K7	TAB1
O43318	Q9NYJ8	M3K7	TAB2
O43318	Q9Y4K3	M3K7	TRAF6
Q99836	P01583	MYD88	IL1A
Q99836	P14778	MYD88	IL1R1
Q99836	Q9NPH3	MYD88	IL1AP
Q99836	P51617	MYD88	IRAK1
Q99836	O43187	MYD88	IRAK2
Q99836	Q9NWZ3	MYD88	IRAK4
P25963	O15111	IKBA	IKKA
P25963	O14920	IKBA	IKKB
P25963	Q9Y2U5	IKBA	M3K2
P25963	Q99759	IKBA	M3K3
P25963	Q15653	IKBA	IKBB
P25963	Q04206	IKBA	TF65
Q15653	O15111	IKBB	IKKA
Q15653	O14920	IKBB	IKKB
Q15653	Q9Y2U5	IKBB	M3K2
Q15653	Q99759	IKBB	M3K3
Q15653	P25963	IKBB	IKBA
Q15653	Q04206	IKBB	TF65
Q96FA3	P51617	PELI1	IRAK1
Q96FA3	Q9NWZ3	PELI1	IRAK4
Q96FA3	Q9Y4K3	PELI1	TRAF6
Q9HAT8	P51617	PELI2	IRAK1
P27986	P14778	P85A	IL1R1
P27986	O00459	P85A	P85B
O00459	P14778	P85B	IL1R1
O00459	P27986	P85B	P85A
O00743	O43318	PPP6	M3K7
Q05513	Q9Y4K3	KPCZ	TRAF6
Q06124	P78324	PTN11	SHPS1
Q04206	O15111	TF65	IKKA
Q04206	O14920	TF65	IKKB
Q04206	Q9Y2U5	TF65	M3K2
Q04206	Q99759	TF65	M3K3
Q04206	P25963	TF65	IKBA
Q04206	Q15653	TF65	IKBB
P78324	Q9NPH3	SHPS1	IL1AP
P78324	Q06124	SHPS1	PTN11
Q13501	P51617	SQSTM	IRAK1
Q13501	Q9Y4K3	SQSTM	TRAF6
Q15750	P51617	TAB1	IRAK1
Q15750	O43318	TAB1	M3K7
Q15750	Q9NYJ8	TAB1	TAB2
Q15750	Q9Y4K3	TAB1	TRAF6
Q9NYJ8	O15111	TAB2	IKKA
Q9NYJ8	P51617	TAB2	IRAK1
Q9NYJ8	O43318	TAB2	M3K7
Q9NYJ8	Q15750	TAB2	TAB1
Q9NYJ8	Q9Y4K3	TAB2	TRAF6
Q8N5C8	Q9Y4K3	TAB3	TRAF6
Q9H0E2	P14778	TOLIP	IL1R1
Q9H0E2	Q9NPH3	TOLIP	IL1AP
Q9Y4K3	O15111	TRAF6	IKKA
Q9Y4K3	Q9BQ95	TRAF6	ECSIT
Q9Y4K3	P14778	TRAF6	IL1R1
Q9Y4K3	P51617	TRAF6	IRAK1
Q9Y4K3	O43187	TRAF6	IRAK2
Q9Y4K3	Q9NWZ3	TRAF6	IRAK4
Q9Y4K3	Q99759	TRAF6	M3K3
Q9Y4K3	O43318	TRAF6	M3K7
Q9Y4K3	O43318	TRAF6	M3K7
Q9Y4K3	Q96FA3	TRAF6	PELI1
Q9Y4K3	Q05513	TRAF6	KPCZ
Q9Y4K3	Q13501	TRAF6	SQSTM
Q9Y4K3	Q15750	TRAF6	TAB1
Q9Y4K3	Q9NYJ8	TRAF6	TAB2
Q9Y4K3	Q9NYJ8	TRAF6	TAB2
Q9Y4K3	Q8N5C8	TRAF6	TAB3
Q9Y4K3	Q8N5C8	TRAF6	TAB3
P61088	Q9Y4K3	UBE2N	TRAF6
Q13404	Q9Y4K3	UB2V1	TRAF6
