UniProtID_1	UniProtID_2	Gene_name_1	Gene_name_2
P31749	O43524	AKT1	FOXO3
P31749	P07900	AKT1	HS90A
P31749	O14746	AKT1	TERT
P31749	O14746	AKT1	TERT
P10415	Q9Y287	BCL2	ITM2B
P22681	P46108	CBL	CRK
P22681	P46109	CBL	CRKL
P22681	P62993	CBL	GRB2
P22681	P27986	CBL	P85A
P22681	O00459	CBL	P85B
P22681	P29353	CBL	SHC1
P24864	P24941	CCNE1	CDK2
P24864	P28482	CCNE1	MK01
P24941	P24864	CDK2	CCNE1
P24941	P28482	CDK2	MK01
Q9NSE2	P14784	CISH	IL2RB
P46108	P22681	CRK	CBL
P46108	P42229	CRK	STA5A
P46108	P51692	CRK	STA5B
P46109	P22681	CRKL	CBL
P46109	Q9UQC2	CRKL	GAB2
P46109	P62993	CRKL	GRB2
P46109	P27986	CRKL	P85A
P46109	O00459	CRKL	P85B
P46109	Q06124	CRKL	PTN11
P46109	P29353	CRKL	SHC1
P46109	P42229	CRKL	STA5A
P46109	P51692	CRKL	STA5B
P55884	P14784	EIF3B	IL2RB
P14921	P51692	ETS1	STA5B
P15036	P51692	ETS2	STA5B
P06241	P14784	FYN	IL2RB
P06241	P27986	FYN	P85A
P06241	P27986	FYN	P85A
P06241	O00459	FYN	P85B
Q9UQC2	P46109	GAB2	CRKL
Q9UQC2	P62993	GAB2	GRB2
Q9UQC2	P27986	GAB2	P85A
Q9UQC2	O00459	GAB2	P85B
Q9UQC2	Q06124	GAB2	PTN11
P62993	P22681	GRB2	CBL
P62993	P46109	GRB2	CRKL
P62993	Q9UQC2	GRB2	GAB2
P62993	Q06124	GRB2	PTN11
P62993	P29353	GRB2	SHC1
P62993	Q07889	GRB2	SOS1
P07900	P31749	HS90A	AKT1
P07900	O14746	HS90A	TERT
P40933	P14784	IL15	IL2RB
P40933	P31785	IL15	IL2RG
P60568	P01589	IL2	IL2RA
P60568	P14784	IL2	IL2RB
P60568	P31785	IL2	IL2RG
P01589	P60568	IL2RA	IL2
P01589	P14784	IL2RA	IL2RB
P01589	P31785	IL2RA	IL2RG
P14784	Q9NSE2	IL2RB	CISH
P14784	P55884	IL2RB	EIF3B
P14784	P06241	IL2RB	FYN
P14784	P40933	IL2RB	IL15
P14784	P60568	IL2RB	IL2
P14784	P01589	IL2RB	IL2RA
P14784	P31785	IL2RB	IL2RG
P14784	P23458	IL2RB	JAK1
P14784	P52333	IL2RB	JAK3
P14784	P06239	IL2RB	LCK
P14784	P07948	IL2RB	LYN
P14784	P27986	IL2RB	P85A
P14784	O00459	IL2RB	P85B
P14784	P29350	IL2RB	PTN6
P14784	P04049	IL2RB	RAF1
P14784	Q15464	IL2RB	SHB
P14784	P29353	IL2RB	SHC1
P14784	O15524	IL2RB	SOCS1
P14784	O14543	IL2RB	SOCS3
P14784	P42224	IL2RB	STAT1
P14784	P40763	IL2RB	STAT3
P14784	P42229	IL2RB	STA5A
P14784	P51692	IL2RB	STA5B
P14784	P43405	IL2RB	KSYK
P31785	P40933	IL2RG	IL15
P31785	P60568	IL2RG	IL2
P31785	P01589	IL2RG	IL2RA
P31785	P14784	IL2RG	IL2RB
P31785	P52333	IL2RG	JAK3
P31785	P27986	IL2RG	P85A
P31785	Q15464	IL2RG	SHB
P35568	P23458	IRS1	JAK1
P35568	P52333	IRS1	JAK3
P35568	P27986	IRS1	P85A
Q9Y4H2	P23458	IRS2	JAK1
Q9Y4H2	P52333	IRS2	JAK3
Q9Y287	P10415	ITM2B	BCL2
P23458	P14784	JAK1	IL2RB
P23458	P14784	JAK1	IL2RB
P23458	P35568	JAK1	IRS1
P23458	P35568	JAK1	IRS1
P23458	Q9Y4H2	JAK1	IRS2
P23458	Q9Y4H2	JAK1	IRS2
P23458	P27986	JAK1	P85A
P23458	O00459	JAK1	P85B
P23458	Q15464	JAK1	SHB
P23458	P29353	JAK1	SHC1
P23458	O14543	JAK1	SOCS3
P23458	O14543	JAK1	SOCS3
P23458	O75886	JAK1	STAM2
P23458	P43405	JAK1	KSYK
O60674	Q92783	JAK2	STAM1
O60674	Q92783	JAK2	STAM1
P52333	P14784	JAK3	IL2RB
P52333	P31785	JAK3	IL2RG
P52333	P35568	JAK3	IRS1
P52333	P35568	JAK3	IRS1
P52333	Q9Y4H2	JAK3	IRS2
