UniProtID_1	UniProtID_2	Gene_name_1	Gene_name_2
P78368	P84022	KC1G2	SMAD3
P49711	P84022	CTCF	SMAD3
P49711	Q13485	CTCF	SMAD4
P35222	Q9UJU2	CTNB1	LEF1
P35222	P42336	CTNB1	PK3CA
P35222	P84022	CTNB1	SMAD3
P35222	Q13485	CTNB1	SMAD4
P35222	O15105	CTNB1	SMAD7
P35222	P37173	CTNB1	TGFR2
Q13616	P84022	CUL1	SMAD3
Q13616	P84022	CUL1	SMAD3
P98082	O43318	DAB2	M3K7
P98082	Q15796	DAB2	SMAD2
P98082	P84022	DAB2	SMAD3
P98082	P36897	DAB2	TGFR1
P98082	P37173	DAB2	TGFR2
Q9UER7	P37173	DAXX	TGFR2
Q9NPI6	Q13485	DCP1A	SMAD4
P17844	P84022	DDX5	SMAD3
O14640	Q15796	DVL1	SMAD2
O14640	P84022	DVL1	SMAD3
O14640	Q13485	DVL1	SMAD4
O14640	O15105	DVL1	SMAD7
O14576	Q9NP97	DC1I1	DLRB1
Q9NP97	O14576	DLRB1	DC1I1
Q9NP97	Q15796	DLRB1	SMAD2
Q9NP97	P37173	DLRB1	TGFR2
Q8TF09	P84022	DLRB2	SMAD3
Q8TF09	P37173	DLRB2	TGFR2
Q16254	Q15329	E2F4	E2F5
Q16254	P06400	E2F4	RB
Q16254	P28749	E2F4	RBL1
Q16254	Q08999	E2F4	RBL2
Q16254	P84022	E2F4	SMAD3
Q16254	Q13485	E2F4	SMAD4
Q16254	Q14186	E2F4	TFDP1
Q16254	Q14188	E2F4	TFDP2
Q15329	Q16254	E2F5	E2F4
Q15329	P28749	E2F5	RBL1
Q15329	Q08999	E2F5	RBL2
Q15329	P84022	E2F5	SMAD3
Q15329	Q13485	E2F5	SMAD4
Q15329	Q14186	E2F5	TFDP1
Q8N6I1	Q15796	EID2	SMAD2
Q8N6I1	P84022	EID2	SMAD3
Q8N6I1	Q13485	EID2	SMAD4
Q13347	P36897	EIF3I	TGFR1
Q13347	P37173	EIF3I	TGFR2
P17813	P36897	EGLN	TGFR1
P17813	P37173	EGLN	TGFR2
Q09472	Q99966	EP300	CITE1
Q09472	Q15788	EP300	NCOA1
Q09472	P12755	EP300	SKI
Q09472	P12757	EP300	SKIL
Q09472	Q15796	EP300	SMAD2
Q09472	Q15796	EP300	SMAD2
Q09472	P84022	EP300	SMAD3
Q09472	P84022	EP300	SMAD3
Q09472	Q13485	EP300	SMAD4
Q09472	O15105	EP300	SMAD7
Q09472	Q8TAD8	EP300	SNIP1
Q96RT1	Q15796	ERBIN	SMAD2
Q96RT1	P84022	ERBIN	SMAD3
Q96RT1	Q13485	ERBIN	SMAD4
Q96RT1	O15105	ERBIN	SMAD7
P03372	Q15796	ESR1	SMAD2
P03372	P84022	ESR1	SMAD3
P03372	Q13485	ESR1	SMAD4
P14921	P84022	ETS1	SMAD3
P14921	P08047	ETS1	SP1
Q01844	Q9Y3F4	EWS	STRAP
P62942	P36897	FKB1A	TGFR1
P49354	P36897	FNTA	TGFR1
P01100	P05412	FOS	JUN
P01100	P84022	FOS	SMAD3
P01100	Q13485	FOS	SMAD4
P53539	P17535	FOSB	JUND
P53539	P84022	FOSB	SMAD3
P53539	Q13485	FOSB	SMAD4
P55316	O75593	FOXG1	FOXH1
O75593	P55316	FOXH1	FOXG1
O75593	Q15796	FOXH1	SMAD2
O75593	P84022	FOXH1	SMAD3
O75593	Q13485	FOXH1	SMAD4
O75593	Q15583	FOXH1	TGIF1
Q12778	P84022	FOXO1	SMAD3
Q12778	Q13485	FOXO1	SMAD4
O43524	Q15796	FOXO3	SMAD2
O43524	P84022	FOXO3	SMAD3
O43524	Q13485	FOXO3	SMAD4
P98177	P84022	FOXO4	SMAD3
P98177	Q13485	FOXO4	SMAD4
Q9UM11	Q9H1A4	FZR1	APC1
Q9UM11	Q9UM13	FZR1	APC10
Q9UM11	Q9UJX6	FZR1	ANC2
Q9UM11	Q9UJX5	FZR1	APC4
Q9UM11	Q9UJX4	FZR1	APC5
Q9UM11	Q9UJX3	FZR1	APC7
Q9UM11	Q13042	FZR1	CDC16
Q9UM11	Q9UJX2	FZR1	CDC23
Q9UM11	P30260	FZR1	CDC27
Q9UM11	P12757	FZR1	SKIL
O14908	Q03167	GIPC1	TGBR3
P62993	P29353	GRB2	SHC1
Q13547	Q08999	HDAC1	RBL2
Q13547	Q15796	HDAC1	SMAD2
Q13547	Q13485	HDAC1	SMAD4
Q13547	Q15583	HDAC1	TGIF1
O14964	Q15796	HGS	SMAD2
O14964	P84022	HGS	SMAD3
O14964	O95405	HGS	ZFYV9
P41235	P84022	HNF4A	SMAD3
P41235	Q13485	HNF4A	SMAD4
P31269	Q13485	HXA9	SMAD4
P11142	Q99966	HSP7C	CITE1
Q9H160	P12757	ING2	SKIL
Q9H160	Q15796	ING2	SMAD2
Q8IU81	Q15583	I2BP1	TGIF1
Q96J02	Q13118	ITCH	KLF10
Q96J02	O15105	ITCH	SMAD7
Q96J02	O15105	ITCH	SMAD7
P05556	P37173	ITB1	TGFR2
P05106	P37173	ITB3	TGFR2
P05412	P01100	JUN	FOS
P05412	Q15796	JUN	SMAD2
P05412	P84022	JUN	SMAD3
P05412	Q13485	JUN	SMAD4
P05412	Q15583	JUN	TGIF1
P17275	P84022	JUNB	SMAD3
P17275	Q13485	JUNB	SMAD4
P17535	P53539	JUND	FOSB
P17535	P84022	JUND	SMAD3
P17535	Q13485	JUND	SMAD4
Q92831	Q15796	KAT2B	SMAD2
Q92831	Q15796	KAT2B	SMAD2
Q92831	P84022	KAT2B	SMAD3
Q14974	P84022	IMB1	SMAD3
Q9UJU2	P35222	LEF1	CTNB1
Q9UJU2	Q15796	LEF1	SMAD2
Q9UJU2	P84022	LEF1	SMAD3
Q9UJU2	Q13485	LEF1	SMAD4
Q9UJU2	O15105	LEF1	SMAD7
P46734	Q16539	MP2K3	MK14
P46734	O15105	MP2K3	SMAD7
P52564	Q16539	MP2K6	MK14
P52564	O15105	MP2K6	SMAD7
O43318	P98082	M3K7	DAB2
O43318	Q92918	M3K7	M4K1
O43318	Q16539	M3K7	MK14
O43318	P67775	M3K7	PP2AA
O43318	O15105	M3K7	SMAD7
O43318	Q15750	M3K7	TAB1
O43318	Q9Y4K3	M3K7	TRAF6
Q92918	O43318	M4K1	M3K7
Q16539	P15336	MK14	ATF2
Q16539	Q06413	MK14	MEF2C
Q16539	O75582	MK14	KS6A5
Q16539	P84022	MK14	SMAD3
Q16539	O15105	MK14	SMAD7
P45983	P05412	MK08	JUN
P45983	P84022	MK08	SMAD3
Q96RN5	Q9GZV5	MED15	WWTR1
Q02078	Q15796	MEF2A	SMAD2
Q06413	Q15796	MEF2C	SMAD2
P01106	Q15796	MYC	SMAD2
P01106	P84022	MYC	SMAD3
Q15788	Q09472	NCOA1	EP300
Q96PU5	P12757	NED4L	SKIL
Q96PU5	Q15796	NED4L	SMAD2
Q96PU5	Q15796	NED4L	SMAD2
Q96PU5	P84022	NED4L	SMAD3
Q96PU5	O15105	NED4L	SMAD7
Q96PU5	P36897	NED4L	TGFR1
P23511	P25208	NFYA	NFYB
P23511	Q13952	NFYA	NFYC
P25208	P23511	NFYB	NFYA
P25208	Q13952	NFYB	NFYC
Q13952	P23511	NFYC	NFYA
Q13952	P25208	NFYC	NFYB
Q13952	Q15796	NFYC	SMAD2
Q13952	P84022	NFYC	SMAD3
P15531	Q9Y3F4	NDKA	STRAP
P49790	Q15796	NU153	SMAD2
P49790	P84022	NU153	SMAD3
P35658	Q15796	NU214	SMAD2
P35658	P84022	NU214	SMAD3
P35658	Q13485	NU214	SMAD4
Q8TAK6	P84022	OLIG1	SMAD3
Q8TAK6	Q13485	OLIG1	SMAD4
Q8TEW0	Q15796	PARD3	SMAD2
Q8TEW0	P84022	PARD3	SMAD3
Q8TEW0	Q13485	PARD3	SMAD4
Q8TEW0	O15105	PARD3	SMAD7
Q9NPB6	Q9HCE7	PAR6A	SMUF1
Q9NPB6	P36897	PAR6A	TGFR1
Q15118	P84022	PDK1	SMAD3
Q15118	Q13485	PDK1	SMAD4
O15530	Q15796	PDPK1	SMAD2
O15530	P84022	PDPK1	SMAD3
O15530	Q13485	PDPK1	SMAD4
O15530	O15105	PDPK1	SMAD7
O15530	Q9Y3F4	PDPK1	STRAP
O75925	Q13485	PIAS1	SMAD4
O75928	Q13485	PIAS2	SMAD4
P42336	P35222	PK3CA	CTNB1
P27986	P36897	P85A	TGFR1
P27986	P37173	P85A	TGFR2
O00459	P36897	P85B	TGFR1
O00459	P37173	P85B	TGFR2
Q8NG27	P84022	PJA1	SMAD3
Q8NG27	Q01082	PJA1	SPTB2
Q8NG27	Q01082	PJA1	SPTB2
P29590	Q15796	PML	SMAD2
P29590	P84022	PML	SMAD3
P29590	Q15583	PML	TGIF1
P29590	O95405	PML	ZFYV9
P28340	O95067	DPOD1	CCNB2
P28340	P06400	DPOD1	RB
P28340	P37173	DPOD1	TGFR2
P35813	Q15796	PPM1A	SMAD2
P35813	Q15796	PPM1A	SMAD2
P36873	O75807	PP1G	PR15A
P36873	O15105	PP1G	SMAD7
P36873	P36897	PP1G	TGFR1
P36873	P36897	PP1G	TGFR1
O75807	P36873	PR15A	PP1G
O75807	O15105	PR15A	SMAD7
O75807	P36897	PR15A	TGFR1
O75807	P36897	PR15A	TGFR1
P67775	O43318	PP2AA	M3K7
P67775	P23443	PP2AA	KS6B1
P67775	Q9UBS0	PP2AA	KS6B2
P30153	P36897	2AAA	TGFR1
P30153	P37173	2AAA	TGFR2
P30154	Q9UBS0	2AAB	KS6B2
P63151	P23443	2ABA	KS6B1
P63151	Q9UBS0	2ABA	KS6B2
P63151	P36897	2ABA	TGFR1
P31321	P84022	KAP1	SMAD3
P31321	Q13485	KAP1	SMAD4
P13861	P84022	KAP2	SMAD3
P13861	Q13485	KAP2	SMAD4
Q05397	P49023	FAK1	PAXI
P49023	Q05397	PAXI	FAK1
P06400	P24941	RB	CDK2
P06400	Q16254	RB	E2F4
P06400	P28340	RB	DPOD1
P28749	P24864	RBL1	CCNE1
P28749	P24941	RBL1	CDK2
P28749	Q16254	RBL1	E2F4
P28749	Q15329	RBL1	E2F5
P28749	P84022	RBL1	SMAD3
P28749	Q13485	RBL1	SMAD4
P28749	Q14186	RBL1	TFDP1
Q08999	Q16254	RBL2	E2F4
Q08999	Q15329	RBL2	E2F5
Q08999	Q13547	RBL2	HDAC1
Q08999	Q14186	RBL2	TFDP1
P62877	P84022	RBX1	SMAD3
P62877	P84022	RBX1	SMAD3
P61586	Q03135	RHOA	CAV1
Q13464	P30304	ROCK1	MPIP1
Q13464	P30304	ROCK1	MPIP1
Q01196	P84022	RUNX1	SMAD3
Q13950	Q8N6K7	RUNX2	SAMD3
Q13950	Q15796	RUNX2	SMAD2
Q13950	P84022	RUNX2	SMAD3
Q13950	Q13485	RUNX2	SMAD4
Q13761	P84022	RUNX3	SMAD3
Q13761	Q13485	RUNX3	SMAD4
Q8N6K7	Q13950	SAMD3	RUNX2
Q8N6K7	Q13485	SAMD3	SMAD4
P34741	P01137	SDC2	TGFB1
P34741	Q03167	SDC2	TGBR3
P29353	P62993	SHC1	GRB2
P29353	Q07889	SHC1	SOS1
P29353	P36897	SHC1	TGFR1
P29353	P37173	SHC1	TGFR2
P57059	O15105	SIK1	SMAD7
P57059	P36897	SIK1	TGFR1
P12755	Q09472	SKI	EP300
P12755	P12757	SKI	SKIL
P12755	Q15796	SKI	SMAD2
P12755	P84022	SKI	SMAD3
P12755	Q13485	SKI	SMAD4
P12757	Q13042	SKIL	CDC16
P12757	P30260	SKIL	CDC27
P12757	Q09472	SKIL	EP300
P12757	Q9UM11	SKIL	FZR1
P12757	Q9H160	SKIL	ING2
P12757	Q96PU5	SKIL	NED4L
P12757	P12755	SKIL	SKI
P12757	Q15796	SKIL	SMAD2
P12757	P84022	SKIL	SMAD3
P12757	Q13485	SKIL	SMAD4
P12757	Q9HAU4	SKIL	SMUF2
P12757	Q9H0M0	SKIL	WWP1
P63208	P84022	SKP1	SMAD3
Q15796	O15169	SMAD2	AXIN1
Q15796	Q13042	SMAD2	CDC16
Q15796	P30260	SMAD2	CDC27
Q15796	P98082	SMAD2	DAB2
Q15796	O14640	SMAD2	DVL1
Q15796	Q9NP97	SMAD2	DLRB1
Q15796	Q8N6I1	SMAD2	EID2
Q15796	Q09472	SMAD2	EP300
Q15796	Q96RT1	SMAD2	ERBIN
Q15796	P03372	SMAD2	ESR1
Q15796	O75593	SMAD2	FOXH1
Q15796	O43524	SMAD2	FOXO3
Q15796	Q13547	SMAD2	HDAC1
Q15796	O14964	SMAD2	HGS
Q15796	Q9H160	SMAD2	ING2
Q15796	P05412	SMAD2	JUN
Q15796	Q92831	SMAD2	KAT2B
Q15796	Q9UJU2	SMAD2	LEF1
Q15796	Q02078	SMAD2	MEF2A
Q15796	Q06413	SMAD2	MEF2C
Q15796	P01106	SMAD2	MYC
Q15796	Q96PU5	SMAD2	NED4L
Q15796	Q13952	SMAD2	NFYC
Q15796	P49790	SMAD2	NU153
Q15796	P35658	SMAD2	NU214
Q15796	Q8TEW0	SMAD2	PARD3
Q15796	O15530	SMAD2	PDPK1
Q15796	P29590	SMAD2	PML
Q15796	P35813	SMAD2	PPM1A
Q15796	Q13950	SMAD2	RUNX2
Q15796	P12755	SMAD2	SKI
Q15796	P12757	SMAD2	SKIL
Q15796	P84022	SMAD2	SMAD3
Q15796	Q13485	SMAD2	SMAD4
Q15796	Q9HAU4	SMAD2	SMUF2
Q15796	Q8TAD8	SMAD2	SNIP1
Q15796	Q13573	SMAD2	SNW1
Q15796	P48436	SMAD2	SOX9
Q15796	P08047	SMAD2	SP1
Q15796	Q96FJ0	SMAD2	STALP
Q15796	Q9Y3F4	SMAD2	STRAP
Q15796	P36897	SMAD2	TGFR1
Q15796	P37173	SMAD2	TGFR2
Q15796	Q15583	SMAD2	TGIF1
Q15796	P04637	SMAD2	P53
Q15796	O15350	SMAD2	P73
Q15796	Q9UPN9	SMAD2	TRI33
Q15796	Q9H0M0	SMAD2	WWP1
Q15796	Q9GZV5	SMAD2	WWTR1
Q15796	P37275	SMAD2	ZEB1
Q15796	O60315	SMAD2	ZEB2
Q15796	O95405	SMAD2	ZFYV9
P84022	P10275	SMAD3	ANDR
P84022	P15336	SMAD3	ATF2
P84022	P18847	SMAD3	ATF3
P84022	O15169	SMAD3	AXIN1
P84022	Q9Y2T1	SMAD3	AXIN2
P84022	P56945	SMAD3	BCAR1
P84022	P38398	SMAD3	BRCA1
P84022	Q9Y297	SMAD3	FBW1A
P84022	Q13042	SMAD3	CDC16
P84022	P30260	SMAD3	CDC27
P84022	Q92793	SMAD3	CBP
P84022	P49711	SMAD3	CTCF
P84022	P35222	SMAD3	CTNB1
P84022	Q13616	SMAD3	CUL1
P84022	P98082	SMAD3	DAB2
P84022	P17844	SMAD3	DDX5
P84022	O14640	SMAD3	DVL1
P84022	Q8TF09	SMAD3	DLRB2
P84022	Q16254	SMAD3	E2F4
P84022	Q15329	SMAD3	E2F5
P84022	Q8N6I1	SMAD3	EID2
P84022	Q09472	SMAD3	EP300
P84022	Q96RT1	SMAD3	ERBIN
P84022	P03372	SMAD3	ESR1
P84022	P14921	SMAD3	ETS1
P84022	P01100	SMAD3	FOS
P84022	P53539	SMAD3	FOSB
P84022	O75593	SMAD3	FOXH1
P84022	Q12778	SMAD3	FOXO1
P84022	O43524	SMAD3	FOXO3
P84022	P98177	SMAD3	FOXO4
P84022	O14964	SMAD3	HGS
P84022	P41235	SMAD3	HNF4A
P84022	P05412	SMAD3	JUN
P84022	P17275	SMAD3	JUNB
P84022	P17535	SMAD3	JUND
P84022	Q92831	SMAD3	KAT2B
P84022	Q14974	SMAD3	IMB1
P84022	Q9UJU2	SMAD3	LEF1
P84022	P01106	SMAD3	MYC
P84022	Q96PU5	SMAD3	NED4L
P84022	Q13952	SMAD3	NFYC
P84022	P49790	SMAD3	NU153
P84022	P35658	SMAD3	NU214
P84022	Q8TAK6	SMAD3	OLIG1
P84022	Q8TEW0	SMAD3	PARD3
P84022	O15530	SMAD3	PDPK1
P84022	P29590	SMAD3	PML
P84022	P31321	SMAD3	KAP1
P84022	P13861	SMAD3	KAP2
P84022	P28749	SMAD3	RBL1
P84022	P62877	SMAD3	RBX1
P84022	Q01196	SMAD3	RUNX1
P84022	Q13950	SMAD3	RUNX2
P84022	Q13761	SMAD3	RUNX3
P84022	P12755	SMAD3	SKI
P84022	P12757	SMAD3	SKIL
P84022	Q15796	SMAD3	SMAD2
P84022	Q13485	SMAD3	SMAD4
P84022	Q13573	SMAD3	SNW1
P84022	P48436	SMAD3	SOX9
P84022	P08047	SMAD3	SP1
P84022	Q01082	SMAD3	SPTB2
P84022	Q9Y3F4	SMAD3	STRAP
P84022	Q14186	SMAD3	TFDP1
P84022	P36897	SMAD3	TGFR1
P84022	P04637	SMAD3	P53
P84022	O15350	SMAD3	P73
P84022	Q9UPN9	SMAD3	TRI33
P84022	P11473	SMAD3	VDR
P84022	Q9GZV5	SMAD3	WWTR1
P84022	Q9C0E2	SMAD3	XPO4
P84022	P37275	SMAD3	ZEB1
P84022	O60315	SMAD3	ZEB2
P84022	O95405	SMAD3	ZFYV9
Q13485	P15336	SMAD4	ATF2
Q13485	Q9Y297	SMAD4	FBW1A
Q13485	Q99966	SMAD4	CITE1
Q13485	Q92905	SMAD4	CSN5
Q13485	Q92793	SMAD4	CBP
Q13485	P49711	SMAD4	CTCF
Q13485	P35222	SMAD4	CTNB1
Q13485	Q9NPI6	SMAD4	DCP1A
Q13485	O14640	SMAD4	DVL1
Q13485	Q16254	SMAD4	E2F4
Q13485	Q15329	SMAD4	E2F5
Q13485	Q8N6I1	SMAD4	EID2
Q13485	Q09472	SMAD4	EP300
Q13485	Q96RT1	SMAD4	ERBIN
Q13485	P03372	SMAD4	ESR1
Q13485	P01100	SMAD4	FOS
Q13485	P53539	SMAD4	FOSB
Q13485	O75593	SMAD4	FOXH1
Q13485	Q12778	SMAD4	FOXO1
Q13485	O43524	SMAD4	FOXO3
Q13485	P98177	SMAD4	FOXO4
Q13485	Q13547	SMAD4	HDAC1
Q13485	P41235	SMAD4	HNF4A
Q13485	P31269	SMAD4	HXA9
Q13485	P05412	SMAD4	JUN
Q13485	P17275	SMAD4	JUNB
Q13485	P17535	SMAD4	JUND
Q13485	Q9UJU2	SMAD4	LEF1
Q13485	P35658	SMAD4	NU214
Q13485	Q8TAK6	SMAD4	OLIG1
Q13485	Q8TEW0	SMAD4	PARD3
Q13485	O15530	SMAD4	PDPK1
Q13485	P31321	SMAD4	KAP1
Q13485	P13861	SMAD4	KAP2
Q13485	P28749	SMAD4	RBL1
Q13485	Q13950	SMAD4	RUNX2
Q13485	Q13761	SMAD4	RUNX3
Q13485	Q8N6K7	SMAD4	SAMD3
Q13485	P12755	SMAD4	SKI
Q13485	P12757	SMAD4	SKIL
Q13485	Q15796	SMAD4	SMAD2
Q13485	P84022	SMAD4	SMAD3
Q13485	Q8TAD8	SMAD4	SNIP1
Q13485	P08047	SMAD4	SP1
Q13485	Q01082	SMAD4	SPTB2
Q13485	Q15831	SMAD4	STK11
Q13485	Q8N1F8	SMAD4	S11IP
Q13485	P63165	SMAD4	SUMO1
Q13485	Q14186	SMAD4	TFDP1
Q13485	Q15583	SMAD4	TGIF1
Q13485	Q12931	SMAD4	TRAP1
Q13485	P63279	SMAD4	UBC9
Q13485	Q96JC1	SMAD4	VPS39
Q13485	Q9GZV5	SMAD4	WWTR1
Q13485	Q7Z3T8	SMAD4	ZFY16
O43541	Q9Y3F4	SMAD6	STRAP
O43541	P36897	SMAD6	TGFR1
O15105	Q92905	SMAD7	CSN5
O15105	P35222	SMAD7	CTNB1
O15105	O14640	SMAD7	DVL1
O15105	Q09472	SMAD7	EP300
O15105	Q96RT1	SMAD7	ERBIN
O15105	Q96J02	SMAD7	ITCH
O15105	Q9UJU2	SMAD7	LEF1
O15105	P46734	SMAD7	MP2K3
O15105	P52564	SMAD7	MP2K6
O15105	O43318	SMAD7	M3K7
O15105	Q16539	SMAD7	MK14
O15105	Q96PU5	SMAD7	NED4L
O15105	Q8TEW0	SMAD7	PARD3
O15105	O15530	SMAD7	PDPK1
O15105	P36873	SMAD7	PP1G
O15105	O75807	SMAD7	PR15A
O15105	P57059	SMAD7	SIK1
O15105	Q9HCE7	SMAD7	SMUF1
O15105	Q9HAU4	SMAD7	SMUF2
O15105	Q96FJ0	SMAD7	STALP
O15105	Q9Y3F4	SMAD7	STRAP
O15105	P15884	SMAD7	ITF2
O15105	P36897	SMAD7	TGFR1
O15105	P36897	SMAD7	TGFR1
O15105	P37173	SMAD7	TGFR2
O15105	Q9Y5K5	SMAD7	UCHL5
O15105	Q9H0M0	SMAD7	WWP1
O15105	P46937	SMAD7	YAP1
Q9HCE7	Q9NPB6	SMUF1	PAR6A
Q9HCE7	P61586	SMUF1	RHOA
Q9HCE7	O15105	SMUF1	SMAD7
Q9HCE7	O15105	SMUF1	SMAD7
Q9HCE7	Q9HAU4	SMUF1	SMUF2
Q9HCE7	P36897	SMUF1	TGFR1
Q9HCE7	P36897	SMUF1	TGFR1
Q9HCE7	P37173	SMUF1	TGFR2
Q9HCE7	Q9H0M0	SMUF1	WWP1
Q9HCE7	O14980	SMUF1	XPO1
Q9HAU4	P12757	SMUF2	SKIL
Q9HAU4	P12757	SMUF2	SKIL
