UniProtID_1	UniProtID_2	Gene_name_1	Gene_name_2
P46109	Q13905	CRKL	RPGF1
P46109	P42229	CRKL	STA5A
P46109	P51692	CRKL	STA5B
P32927	P50570	IL3RB	DYN2
P32927	P63244	IL3RB	RACK1
P32927	P08631	IL3RB	HCK
P32927	P05113	IL3RB	IL5
P32927	Q01344	IL3RB	IL5RA
P32927	P23458	IL3RB	JAK1
P32927	O60674	IL3RB	JAK2
P32927	P07948	IL3RB	LYN
P32927	P05771	IL3RB	KPCB
P32927	Q06124	IL3RB	PTN11
P32927	P43405	IL3RB	KSYK
P32927	P63104	IL3RB	1433Z
P50570	P32927	DYN2	IL3RB
P50570	Q01344	DYN2	IL5RA
P50570	O60674	DYN2	JAK2
P50570	P07948	DYN2	LYN
P63244	P32927	RACK1	IL3RB
P62993	Q06124	GRB2	PTN11
P62993	P29353	GRB2	SHC1
P62993	Q07889	GRB2	SOS1
P08631	P32927	HCK	IL3RB
P01112	P04049	RASH	RAF1
P05113	P32927	IL5	IL3RB
P05113	Q01344	IL5	IL5RA
Q01344	P32927	IL5RA	IL3RB
Q01344	P50570	IL5RA	DYN2
Q01344	P05113	IL5RA	IL5
Q01344	P23458	IL5RA	JAK1
Q01344	O60674	IL5RA	JAK2
Q01344	P07948	IL5RA	LYN
Q01344	O00560	IL5RA	SDCB1
Q01344	Q06945	IL5RA	SOX4
Q01344	Q13432	IL5RA	U119A
P23458	P32927	JAK1	IL3RB
P23458	Q01344	JAK1	IL5RA
O60674	P32927	JAK2	IL3RB
O60674	P50570	JAK2	DYN2
O60674	Q01344	JAK2	IL5RA
O60674	O15524	JAK2	SOCS1
P07948	P32927	LYN	IL3RB
P07948	P32927	LYN	IL3RB
P07948	P50570	LYN	DYN2
P07948	Q01344	LYN	IL5RA
P07948	Q01344	LYN	IL5RA
P07948	P43405	LYN	KSYK
P07948	Q13432	LYN	U119A
P48736	Q14289	PK3CG	FAK2
P05771	P32927	KPCB	IL3RB
Q06124	P32927	PTN11	IL3RB
Q06124	P62993	PTN11	GRB2
P04049	P01112	RAF1	RASH
Q13905	P46109	RPGF1	CRKL
O00560	Q01344	SDCB1	IL5RA
O00560	Q06945	SDCB1	SOX4
P29353	P62993	SHC1	GRB2
O15524	O60674	SOCS1	JAK2
Q07889	P62993	SOS1	GRB2
Q06945	Q01344	SOX4	IL5RA
Q06945	O00560	SOX4	SDCB1
P42229	P46109	STA5A	CRKL
P42229	P51692	STA5A	STA5B
P51692	P46109	STA5B	CRKL
P51692	P42229	STA5B	STA5A
P43405	P32927	KSYK	IL3RB
P43405	P07948	KSYK	LYN
Q13432	Q01344	U119A	IL5RA
Q13432	P07948	U119A	LYN
P63104	P32927	1433Z	IL3RB
